Season,MatchID,Sum of MatchWeek,HomeTeam,AwayTeam,Sum of FullTimeHomeTeamGoals,Sum of FullTimeAwayTeamGoals,FullTimeResult,Sum of HomeTeamPoints,Sum of AwayTeamPoints
2015-2016,2015-2016_Man City_Leicester,25,Man City,Leicester,1,3,A,0,3
2015-2016,2015-2016_Man City_Liverpool,13,Man City,Liverpool,1,4,A,0,3
2015-2016,2015-2016_Man City_Man United,31,Man City,Man United,0,1,A,0,3
2015-2016,2015-2016_Man City_Newcastle,8,Man City,Newcastle,6,1,H,3,0
2015-2016,2015-2016_Man City_Norwich,11,Man City,Norwich,2,1,H,3,0
2015-2016,2015-2016_Man City_Southampton,14,Man City,Southampton,3,1,H,3,0
2015-2016,2015-2016_Man City_Stoke,35,Man City,Stoke,4,0,H,3,0
2015-2016,2015-2016_Man City_Sunderland,18,Man City,Sunderland,4,1,H,3,0
2015-2016,2015-2016_Man City_Swansea,16,Man City,Swansea,2,1,H,3,0
2015-2016,2015-2016_Man City_Tottenham,26,Man City,Tottenham,1,2,A,0,3
2015-2016,2015-2016_Man City_Watford,4,Man City,Watford,2,0,H,3,0
2015-2016,2015-2016_Man City_West Brom,33,Man City,West Brom,2,1,H,3,0
2015-2016,2015-2016_Man City_West Ham,6,Man City,West Ham,1,2,A,0,3
2015-2016,2015-2016_Man United_Arsenal,27,Man United,Arsenal,3,2,H,3,0
2015-2016,2015-2016_Man United_Aston Villa,34,Man United,Aston Villa,1,0,H,3,0
2015-2016,2015-2016_Man United_Bournemouth,38,Man United,Bournemouth,3,1,H,3,0
2015-2016,2015-2016_Man United_Chelsea,19,Man United,Chelsea,0,0,D,1,1
2015-2016,2015-2016_Man United_Crystal Palace,34,Man United,Crystal Palace,2,0,H,3,0
2015-2016,2015-2016_Man United_Everton,32,Man United,Everton,1,0,H,3,0
2015-2016,2015-2016_Man United_Leicester,36,Man United,Leicester,1,1,D,1,1
2015-2016,2015-2016_Man United_Liverpool,5,Man United,Liverpool,3,1,H,3,0
2015-2016,2015-2016_Man United_Man City,10,Man United,Man City,0,0,D,1,1
2015-2016,2015-2016_Man United_Newcastle,3,Man United,Newcastle,0,0,D,1,1
2015-2016,2015-2016_Man United_Norwich,17,Man United,Norwich,1,2,A,0,3
2015-2016,2015-2016_Man United_Southampton,23,Man United,Southampton,0,1,A,0,3
2015-2016,2015-2016_Man United_Stoke,24,Man United,Stoke,3,0,H,3,0
2015-2016,2015-2016_Man United_Sunderland,7,Man United,Sunderland,3,0,H,3,0
2015-2016,2015-2016_Man United_Swansea,20,Man United,Swansea,2,1,H,3,0
2015-2016,2015-2016_Man United_Tottenham,1,Man United,Tottenham,1,0,H,3,0
2015-2016,2015-2016_Man United_Watford,28,Man United,Watford,1,0,H,3,0
2015-2016,2015-2016_Man United_West Brom,12,Man United,West Brom,2,0,H,3,0
2015-2016,2015-2016_Man United_West Ham,15,Man United,West Ham,0,0,D,1,1
2015-2016,2015-2016_Newcastle_Arsenal,4,Newcastle,Arsenal,0,1,A,0,3
2015-2016,2015-2016_Newcastle_Aston Villa,17,Newcastle,Aston Villa,1,1,D,1,1
2015-2016,2015-2016_Newcastle_Bournemouth,29,Newcastle,Bournemouth,1,3,A,0,3
2015-2016,2015-2016_Newcastle_Chelsea,7,Newcastle,Chelsea,2,2,D,1,1
2015-2016,2015-2016_Newcastle_Crystal Palace,36,Newcastle,Crystal Palace,1,0,H,3,0
2015-2016,2015-2016_Newcastle_Everton,18,Newcastle,Everton,0,1,A,0,3
2015-2016,2015-2016_Newcastle_Leicester,13,Newcastle,Leicester,0,3,A,0,3
2015-2016,2015-2016_Newcastle_Liverpool,15,Newcastle,Liverpool,2,0,H,3,0
2015-2016,2015-2016_Newcastle_Man City,34,Newcastle,Man City,1,1,D,1,1
2015-2016,2015-2016_Newcastle_Man United,21,Newcastle,Man United,3,3,D,1,1
2015-2016,2015-2016_Newcastle_Norwich,9,Newcastle,Norwich,6,2,H,3,0
2015-2016,2015-2016_Newcastle_Southampton,1,Newcastle,Southampton,2,2,D,1,1
2015-2016,2015-2016_Newcastle_Stoke,11,Newcastle,Stoke,0,0,D,1,1
2015-2016,2015-2016_Newcastle_Sunderland,31,Newcastle,Sunderland,1,1,D,1,1
2015-2016,2015-2016_Newcastle_Swansea,34,Newcastle,Swansea,3,0,H,3,0
2015-2016,2015-2016_Newcastle_Tottenham,38,Newcastle,Tottenham,5,1,H,3,0
2015-2016,2015-2016_Newcastle_Watford,6,Newcastle,Watford,1,2,A,0,3
2015-2016,2015-2016_Newcastle_West Brom,25,Newcastle,West Brom,1,0,H,3,0
2015-2016,2015-2016_Newcastle_West Ham,22,Newcastle,West Ham,2,1,H,3,0
2015-2016,2015-2016_Norwich_Arsenal,14,Norwich,Arsenal,1,1,D,1,1
2015-2016,2015-2016_Norwich_Aston Villa,19,Norwich,Aston Villa,2,0,H,3,0
2015-2016,2015-2016_Norwich_Bournemouth,5,Norwich,Bournemouth,3,1,H,3,0
2015-2016,2015-2016_Norwich_Chelsea,28,Norwich,Chelsea,1,2,A,0,3
2015-2016,2015-2016_Norwich_Crystal Palace,1,Norwich,Crystal Palace,1,3,A,0,3
2015-2016,2015-2016_Norwich_Everton,16,Norwich,Everton,1,1,D,1,1
2015-2016,2015-2016_Norwich_Leicester,8,Norwich,Leicester,1,2,A,0,3
2015-2016,2015-2016_Norwich_Liverpool,23,Norwich,Liverpool,4,5,A,0,3
2015-2016,2015-2016_Norwich_Man City,30,Norwich,Man City,0,0,D,1,1
2015-2016,2015-2016_Norwich_Man United,37,Norwich,Man United,0,1,A,0,3
2015-2016,2015-2016_Norwich_Newcastle,32,Norwich,Newcastle,3,2,H,3,0
2015-2016,2015-2016_Norwich_Southampton,20,Norwich,Southampton,1,0,H,3,0
2015-2016,2015-2016_Norwich_Stoke,3,Norwich,Stoke,1,1,D,1,1
2015-2016,2015-2016_Norwich_Sunderland,34,Norwich,Sunderland,0,3,A,0,3
2015-2016,2015-2016_Norwich_Swansea,12,Norwich,Swansea,1,0,H,3,0
2015-2016,2015-2016_Norwich_Tottenham,24,Norwich,Tottenham,0,3,A,0,3
2015-2016,2015-2016_Norwich_Watford,37,Norwich,Watford,4,2,H,3,0
2015-2016,2015-2016_Norwich_West Brom,10,Norwich,West Brom,0,1,A,0,3
2015-2016,2015-2016_Norwich_West Ham,26,Norwich,West Ham,2,2,D,1,1
2015-2016,2015-2016_Southampton_Arsenal,18,Southampton,Arsenal,4,0,H,3,0
2015-2016,2015-2016_Southampton_Aston Villa,15,Southampton,Aston Villa,1,1,D,1,1
2015-2016,2015-2016_Southampton_Bournemouth,11,Southampton,Bournemouth,2,0,H,3,0
2015-2016,2015-2016_Southampton_Chelsea,27,Southampton,Chelsea,1,2,A,0,3
2015-2016,2015-2016_Southampton_Crystal Palace,38,Southampton,Crystal Palace,4,1,H,3,0
2015-2016,2015-2016_Southampton_Everton,2,Southampton,Everton,0,3,A,0,3
2015-2016,2015-2016_Southampton_Leicester,9,Southampton,Leicester,2,2,D,1,1
2015-2016,2015-2016_Southampton_Liverpool,31,Southampton,Liverpool,3,2,H,3,0
2015-2016,2015-2016_Southampton_Man City,36,Southampton,Man City,4,2,H,3,0
2015-2016,2015-2016_Southampton_Man United,6,Southampton,Man United,2,3,A,0,3
2015-2016,2015-2016_Southampton_Newcastle,33,Southampton,Newcastle,3,1,H,3,0
2015-2016,2015-2016_Southampton_Norwich,4,Southampton,Norwich,3,0,H,3,0
2015-2016,2015-2016_Southampton_Stoke,13,Southampton,Stoke,0,1,A,0,3
2015-2016,2015-2016_Southampton_Sunderland,29,Southampton,Sunderland,1,1,D,1,1
2015-2016,2015-2016_Southampton_Swansea,7,Southampton,Swansea,3,1,H,3,0
2015-2016,2015-2016_Southampton_Tottenham,17,Southampton,Tottenham,0,2,A,0,3
2015-2016,2015-2016_Southampton_Watford,21,Southampton,Watford,2,0,H,3,0
2015-2016,2015-2016_Southampton_West Brom,22,Southampton,West Brom,3,0,H,3,0
2015-2016,2015-2016_Southampton_West Ham,25,Southampton,West Ham,1,0,H,3,0
2015-2016,2015-2016_Stoke_Arsenal,22,Stoke,Arsenal,0,0,D,1,1
2015-2016,2015-2016_Stoke_Aston Villa,27,Stoke,Aston Villa,2,1,H,3,0
2015-2016,2015-2016_Stoke_Bournemouth,7,Stoke,Bournemouth,2,1,H,3,0
2015-2016,2015-2016_Stoke_Chelsea,12,Stoke,Chelsea,1,0,H,3,0
2015-2016,2015-2016_Stoke_Crystal Palace,17,Stoke,Crystal Palace,1,2,A,0,3
2015-2016,2015-2016_Stoke_Everton,25,Stoke,Everton,0,3,A,0,3
2015-2016,2015-2016_Stoke_Leicester,6,Stoke,Leicester,2,2,D,1,1
2015-2016,2015-2016_Stoke_Liverpool,1,Stoke,Liverpool,0,1,A,0,3
2015-2016,2015-2016_Stoke_Man City,15,Stoke,Man City,2,0,H,3,0
2015-2016,2015-2016_Stoke_Man United,18,Stoke,Man United,2,0,H,3,0
2015-2016,2015-2016_Stoke_Newcastle,28,Stoke,Newcastle,1,0,H,3,0
2015-2016,2015-2016_Stoke_Norwich,21,Stoke,Norwich,3,1,H,3,0
2015-2016,2015-2016_Stoke_Southampton,30,Stoke,Southampton,1,2,A,0,3
2015-2016,2015-2016_Stoke_Sunderland,36,Stoke,Sunderland,1,1,D,1,1
2015-2016,2015-2016_Stoke_Swansea,32,Stoke,Swansea,2,2,D,1,1
2015-2016,2015-2016_Stoke_Tottenham,34,Stoke,Tottenham,0,4,A,0,3
2015-2016,2015-2016_Stoke_Watford,10,Stoke,Watford,0,2,A,0,3
2015-2016,2015-2016_Stoke_West Brom,4,Stoke,West Brom,0,1,A,0,3
2015-2016,2015-2016_Stoke_West Ham,38,Stoke,West Ham,2,1,H,3,0
2015-2016,2015-2016_Sunderland_Arsenal,35,Sunderland,Arsenal,0,0,D,1,1
2015-2016,2015-2016_Sunderland_Aston Villa,20,Sunderland,Aston Villa,3,1,H,3,0
2015-2016,2015-2016_Sunderland_Bournemouth,23,Sunderland,Bournemouth,1,1,D,1,1
2015-2016,2015-2016_Sunderland_Chelsea,37,Sunderland,Chelsea,3,2,H,3,0
2015-2016,2015-2016_Sunderland_Crystal Palace,28,Sunderland,Crystal Palace,2,2,D,1,1
2015-2016,2015-2016_Sunderland_Everton,37,Sunderland,Everton,3,0,H,3,0
2015-2016,2015-2016_Sunderland_Leicester,33,Sunderland,Leicester,0,2,A,0,3
2015-2016,2015-2016_Sunderland_Liverpool,19,Sunderland,Liverpool,0,1,A,0,3
2015-2016,2015-2016_Sunderland_Man City,24,Sunderland,Man City,0,1,A,0,3
2015-2016,2015-2016_Sunderland_Man United,26,Sunderland,Man United,2,1,H,3,0
2015-2016,2015-2016_Sunderland_Newcastle,10,Sunderland,Newcastle,3,0,H,3,0
2015-2016,2015-2016_Sunderland_Norwich,2,Sunderland,Norwich,1,3,A,0,3
2015-2016,2015-2016_Sunderland_Southampton,12,Sunderland,Southampton,0,1,A,0,3
2015-2016,2015-2016_Sunderland_Stoke,14,Sunderland,Stoke,2,0,H,3,0
2015-2016,2015-2016_Sunderland_Swansea,3,Sunderland,Swansea,1,1,D,1,1
2015-2016,2015-2016_Sunderland_Tottenham,5,Sunderland,Tottenham,0,1,A,0,3
2015-2016,2015-2016_Sunderland_Watford,16,Sunderland,Watford,0,1,A,0,3
2015-2016,2015-2016_Sunderland_West Brom,32,Sunderland,West Brom,0,0,D,1,1
2015-2016,2015-2016_Sunderland_West Ham,8,Sunderland,West Ham,2,2,D,1,1
2015-2016,2015-2016_Swansea_Arsenal,11,Swansea,Arsenal,0,3,A,0,3
2015-2016,2015-2016_Swansea_Aston Villa,31,Swansea,Aston Villa,1,0,H,3,0
2015-2016,2015-2016_Swansea_Bournemouth,13,Swansea,Bournemouth,2,2,D,1,1
2015-2016,2015-2016_Swansea_Chelsea,33,Swansea,Chelsea,1,0,H,3,0
2015-2016,2015-2016_Swansea_Crystal Palace,25,Swansea,Crystal Palace,1,1,D,1,1
2015-2016,2015-2016_Swansea_Everton,6,Swansea,Everton,0,0,D,1,1
2015-2016,2015-2016_Swansea_Leicester,15,Swansea,Leicester,0,3,A,0,3
2015-2016,2015-2016_Swansea_Liverpool,36,Swansea,Liverpool,3,1,H,3,0
2015-2016,2015-2016_Swansea_Man City,38,Swansea,Man City,1,1,D,1,1
2015-2016,2015-2016_Swansea_Man United,4,Swansea,Man United,2,1,H,3,0
2015-2016,2015-2016_Swansea_Newcastle,2,Swansea,Newcastle,2,0,H,3,0
2015-2016,2015-2016_Swansea_Norwich,29,Swansea,Norwich,1,0,H,3,0
2015-2016,2015-2016_Swansea_Southampton,26,Swansea,Southampton,0,1,A,0,3
2015-2016,2015-2016_Swansea_Stoke,9,Swansea,Stoke,0,1,A,0,3
2015-2016,2015-2016_Swansea_Sunderland,21,Swansea,Sunderland,2,4,A,0,3
2015-2016,2015-2016_Swansea_Tottenham,8,Swansea,Tottenham,2,2,D,1,1
2015-2016,2015-2016_Swansea_Watford,22,Swansea,Watford,1,0,H,3,0
2015-2016,2015-2016_Swansea_West Brom,18,Swansea,West Brom,1,0,H,3,0
2015-2016,2015-2016_Swansea_West Ham,17,Swansea,West Ham,0,0,D,1,1
2015-2016,2015-2016_Tottenham_Arsenal,29,Tottenham,Arsenal,2,2,D,1,1
2015-2016,2015-2016_Tottenham_Aston Villa,11,Tottenham,Aston Villa,3,1,H,3,0
2015-2016,2015-2016_Tottenham_Bournemouth,31,Tottenham,Bournemouth,3,0,H,3,0
2015-2016,2015-2016_Tottenham_Chelsea,14,Tottenham,Chelsea,0,0,D,1,1
2015-2016,2015-2016_Tottenham_Crystal Palace,6,Tottenham,Crystal Palace,1,0,H,3,0
2015-2016,2015-2016_Tottenham_Everton,4,Tottenham,Everton,0,0,D,1,1
2015-2016,2015-2016_Tottenham_Leicester,21,Tottenham,Leicester,0,1,A,0,3
2015-2016,2015-2016_Tottenham_Liverpool,9,Tottenham,Liverpool,0,0,D,1,1
2015-2016,2015-2016_Tottenham_Man City,7,Tottenham,Man City,4,1,H,3,0
2015-2016,2015-2016_Tottenham_Man United,33,Tottenham,Man United,3,0,H,3,0
2015-2016,2015-2016_Tottenham_Newcastle,16,Tottenham,Newcastle,1,2,A,0,3
2015-2016,2015-2016_Tottenham_Norwich,18,Tottenham,Norwich,3,0,H,3,0
2015-2016,2015-2016_Tottenham_Southampton,37,Tottenham,Southampton,1,2,A,0,3
2015-2016,2015-2016_Tottenham_Stoke,2,Tottenham,Stoke,2,2,D,1,1
2015-2016,2015-2016_Tottenham_Sunderland,22,Tottenham,Sunderland,4,1,H,3,0
2015-2016,2015-2016_Tottenham_Swansea,27,Tottenham,Swansea,2,1,H,3,0
2015-2016,2015-2016_Tottenham_Watford,25,Tottenham,Watford,1,0,H,3,0
2015-2016,2015-2016_Tottenham_West Brom,35,Tottenham,West Brom,1,1,D,1,1
2015-2016,2015-2016_Tottenham_West Ham,13,Tottenham,West Ham,4,1,H,3,0
2015-2016,2015-2016_Watford_Arsenal,9,Watford,Arsenal,0,3,A,0,3
2015-2016,2015-2016_Watford_Aston Villa,36,Watford,Aston Villa,3,2,H,3,0
2015-2016,2015-2016_Watford_Bournemouth,27,Watford,Bournemouth,0,0,D,1,1
2015-2016,2015-2016_Watford_Chelsea,24,Watford,Chelsea,0,0,D,1,1
2015-2016,2015-2016_Watford_Crystal Palace,7,Watford,Crystal Palace,0,1,A,0,3
2015-2016,2015-2016_Watford_Everton,33,Watford,Everton,1,1,D,1,1
2015-2016,2015-2016_Watford_Leicester,29,Watford,Leicester,0,1,A,0,3
2015-2016,2015-2016_Watford_Liverpool,17,Watford,Liverpool,3,0,H,3,0
2015-2016,2015-2016_Watford_Man City,20,Watford,Man City,1,2,A,0,3
2015-2016,2015-2016_Watford_Man United,13,Watford,Man United,1,2,A,0,3
2015-2016,2015-2016_Watford_Newcastle,23,Watford,Newcastle,2,1,H,3,0
2015-2016,2015-2016_Watford_Norwich,15,Watford,Norwich,2,0,H,3,0
2015-2016,2015-2016_Watford_Southampton,3,Watford,Southampton,0,0,D,1,1
2015-2016,2015-2016_Watford_Stoke,31,Watford,Stoke,1,2,A,0,3
2015-2016,2015-2016_Watford_Sunderland,38,Watford,Sunderland,2,2,D,1,1
2015-2016,2015-2016_Watford_Swansea,5,Watford,Swansea,1,0,H,3,0
2015-2016,2015-2016_Watford_Tottenham,19,Watford,Tottenham,1,2,A,0,3
2015-2016,2015-2016_Watford_West Brom,2,Watford,West Brom,0,0,D,1,1
2015-2016,2015-2016_Watford_West Ham,11,Watford,West Ham,2,0,H,3,0
2015-2016,2015-2016_West Brom_Arsenal,13,West Brom,Arsenal,2,1,H,3,0
2015-2016,2015-2016_West Brom_Aston Villa,23,West Brom,Aston Villa,0,0,D,1,1
2015-2016,2015-2016_West Brom_Bournemouth,17,West Brom,Bournemouth,1,2,A,0,3
2015-2016,2015-2016_West Brom_Chelsea,3,West Brom,Chelsea,2,3,A,0,3
2015-2016,2015-2016_West Brom_Crystal Palace,27,West Brom,Crystal Palace,3,2,H,3,0
2015-2016,2015-2016_West Brom_Everton,7,West Brom,Everton,2,3,A,0,3
2015-2016,2015-2016_West Brom_Leicester,11,West Brom,Leicester,2,3,A,0,3
2015-2016,2015-2016_West Brom_Liverpool,38,West Brom,Liverpool,1,1,D,1,1
2015-2016,2015-2016_West Brom_Man City,1,West Brom,Man City,0,3,A,0,3
2015-2016,2015-2016_West Brom_Man United,29,West Brom,Man United,1,0,H,3,0
2015-2016,2015-2016_West Brom_Newcastle,19,West Brom,Newcastle,1,0,H,3,0
2015-2016,2015-2016_West Brom_Norwich,31,West Brom,Norwich,0,1,A,0,3
2015-2016,2015-2016_West Brom_Southampton,5,West Brom,Southampton,0,0,D,1,1
2015-2016,2015-2016_West Brom_Stoke,20,West Brom,Stoke,2,1,H,3,0
2015-2016,2015-2016_West Brom_Sunderland,9,West Brom,Sunderland,1,0,H,3,0
2015-2016,2015-2016_West Brom_Swansea,24,West Brom,Swansea,1,1,D,1,1
2015-2016,2015-2016_West Brom_Tottenham,15,West Brom,Tottenham,1,1,D,1,1
2015-2016,2015-2016_West Brom_Watford,34,West Brom,Watford,0,1,A,0,3
2015-2016,2015-2016_West Brom_West Ham,36,West Brom,West Ham,0,3,A,0,3
2015-2016,2015-2016_West Ham_Arsenal,33,West Ham,Arsenal,3,3,D,1,1
2015-2016,2015-2016_West Ham_Aston Villa,24,West Ham,Aston Villa,2,0,H,3,0
2015-2016,2015-2016_West Ham_Bournemouth,3,West Ham,Bournemouth,3,4,A,0,3
2015-2016,2015-2016_West Ham_Chelsea,10,West Ham,Chelsea,2,1,H,3,0
2015-2016,2015-2016_West Ham_Crystal Palace,32,West Ham,Crystal Palace,2,2,D,1,1
2015-2016,2015-2016_West Ham_Everton,12,West Ham,Everton,1,1,D,1,1
2015-2016,2015-2016_West Ham_Leicester,2,West Ham,Leicester,1,2,A,0,3
2015-2016,2015-2016_West Ham_Liverpool,20,West Ham,Liverpool,2,0,H,3,0
2015-2016,2015-2016_West Ham_Man City,23,West Ham,Man City,2,2,D,1,1
2015-2016,2015-2016_West Ham_Man United,37,West Ham,Man United,3,2,H,3,0
2015-2016,2015-2016_West Ham_Newcastle,5,West Ham,Newcastle,2,0,H,3,0
2015-2016,2015-2016_West Ham_Norwich,7,West Ham,Norwich,2,2,D,1,1
2015-2016,2015-2016_West Ham_Southampton,19,West Ham,Southampton,2,1,H,3,0
2015-2016,2015-2016_West Ham_Stoke,16,West Ham,Stoke,0,0,D,1,1
2015-2016,2015-2016_West Ham_Sunderland,27,West Ham,Sunderland,1,0,H,3,0
2015-2016,2015-2016_West Ham_Swansea,37,West Ham,Swansea,1,4,A,0,3
2015-2016,2015-2016_West Ham_Tottenham,28,West Ham,Tottenham,1,0,H,3,0
2015-2016,2015-2016_West Ham_Watford,34,West Ham,Watford,3,1,H,3,0
2015-2016,2015-2016_West Ham_West Brom,14,West Ham,West Brom,1,1,D,1,1
2016-2017,2016-2017_Arsenal_Bournemouth,13,Arsenal,Bournemouth,3,1,H,3,0
2016-2017,2016-2017_Arsenal_Burnley,22,Arsenal,Burnley,2,1,H,3,0
2016-2017,2016-2017_Arsenal_Chelsea,6,Arsenal,Chelsea,3,0,H,3,0
2016-2017,2016-2017_Arsenal_Crystal Palace,19,Arsenal,Crystal Palace,2,0,H,3,0
2016-2017,2016-2017_Arsenal_Everton,38,Arsenal,Everton,3,1,H,3,0
2016-2017,2016-2017_Arsenal_Hull,25,Arsenal,Hull,2,0,H,3,0
2016-2017,2016-2017_Arsenal_Leicester,34,Arsenal,Leicester,1,0,H,3,0
2016-2017,2016-2017_Arsenal_Liverpool,1,Arsenal,Liverpool,3,4,A,0,3
2016-2017,2016-2017_Arsenal_Man City,30,Arsenal,Man City,2,2,D,1,1
2016-2017,2016-2017_Arsenal_Man United,36,Arsenal,Man United,2,0,H,3,0
2016-2017,2016-2017_Arsenal_Middlesbrough,9,Arsenal,Middlesbrough,0,0,D,1,1
2016-2017,2016-2017_Arsenal_Southampton,4,Arsenal,Southampton,2,1,H,3,0
2016-2017,2016-2017_Arsenal_Stoke,15,Arsenal,Stoke,3,1,H,3,0
2016-2017,2016-2017_Arsenal_Sunderland,37,Arsenal,Sunderland,2,0,H,3,0
2016-2017,2016-2017_Arsenal_Swansea,8,Arsenal,Swansea,3,2,H,3,0
2016-2017,2016-2017_Arsenal_Tottenham,11,Arsenal,Tottenham,1,1,D,1,1
2016-2017,2016-2017_Arsenal_Watford,23,Arsenal,Watford,1,2,A,0,3
2016-2017,2016-2017_Arsenal_West Brom,18,Arsenal,West Brom,1,0,H,3,0
2016-2017,2016-2017_Arsenal_West Ham,31,Arsenal,West Ham,3,0,H,3,0
2016-2017,2016-2017_Bournemouth_Arsenal,20,Bournemouth,Arsenal,3,3,D,1,1
2016-2017,2016-2017_Bournemouth_Burnley,37,Bournemouth,Burnley,2,1,H,3,0
2016-2017,2016-2017_Bournemouth_Chelsea,32,Bournemouth,Chelsea,1,3,A,0,3
2016-2017,2016-2017_Bournemouth_Crystal Palace,23,Bournemouth,Crystal Palace,0,2,A,0,3
2016-2017,2016-2017_Bournemouth_Everton,6,Bournemouth,Everton,1,0,H,3,0
2016-2017,2016-2017_Bournemouth_Hull,8,Bournemouth,Hull,6,1,H,3,0
2016-2017,2016-2017_Bournemouth_Leicester,16,Bournemouth,Leicester,1,0,H,3,0
2016-2017,2016-2017_Bournemouth_Liverpool,14,Bournemouth,Liverpool,4,3,H,3,0
2016-2017,2016-2017_Bournemouth_Man City,25,Bournemouth,Man City,0,2,A,0,3
2016-2017,2016-2017_Bournemouth_Man United,1,Bournemouth,Man United,1,3,A,0,3
2016-2017,2016-2017_Bournemouth_Middlesbrough,34,Bournemouth,Middlesbrough,4,0,H,3,0
2016-2017,2016-2017_Bournemouth_Southampton,17,Bournemouth,Southampton,1,3,A,0,3
2016-2017,2016-2017_Bournemouth_Stoke,36,Bournemouth,Stoke,2,2,D,1,1
2016-2017,2016-2017_Bournemouth_Sunderland,11,Bournemouth,Sunderland,1,2,A,0,3
2016-2017,2016-2017_Bournemouth_Swansea,29,Bournemouth,Swansea,2,0,H,3,0
2016-2017,2016-2017_Bournemouth_Tottenham,9,Bournemouth,Tottenham,0,0,D,1,1
2016-2017,2016-2017_Bournemouth_Watford,22,Bournemouth,Watford,2,2,D,1,1
2016-2017,2016-2017_Bournemouth_West Brom,4,Bournemouth,West Brom,1,0,H,3,0
2016-2017,2016-2017_Bournemouth_West Ham,28,Bournemouth,West Ham,3,2,H,3,0
2016-2017,2016-2017_Burnley_Arsenal,7,Burnley,Arsenal,0,1,A,0,3
2016-2017,2016-2017_Burnley_Bournemouth,15,Burnley,Bournemouth,3,2,H,3,0
2016-2017,2016-2017_Burnley_Chelsea,25,Burnley,Chelsea,1,1,D,1,1
2016-2017,2016-2017_Burnley_Crystal Palace,11,Burnley,Crystal Palace,3,2,H,3,0
2016-2017,2016-2017_Burnley_Everton,9,Burnley,Everton,2,1,H,3,0
2016-2017,2016-2017_Burnley_Hull,4,Burnley,Hull,1,1,D,1,1
2016-2017,2016-2017_Burnley_Leicester,23,Burnley,Leicester,1,0,H,3,0
2016-2017,2016-2017_Burnley_Liverpool,2,Burnley,Liverpool,2,0,H,3,0
2016-2017,2016-2017_Burnley_Man City,13,Burnley,Man City,1,2,A,0,3
2016-2017,2016-2017_Burnley_Man United,34,Burnley,Man United,0,2,A,0,3
2016-2017,2016-2017_Burnley_Middlesbrough,18,Burnley,Middlesbrough,1,0,H,3,0
2016-2017,2016-2017_Burnley_Southampton,21,Burnley,Southampton,1,0,H,3,0
2016-2017,2016-2017_Burnley_Stoke,31,Burnley,Stoke,1,0,H,3,0
2016-2017,2016-2017_Burnley_Sunderland,19,Burnley,Sunderland,4,1,H,3,0
2016-2017,2016-2017_Burnley_Swansea,1,Burnley,Swansea,0,1,A,0,3
2016-2017,2016-2017_Burnley_Tottenham,30,Burnley,Tottenham,0,2,A,0,3
2016-2017,2016-2017_Burnley_Watford,6,Burnley,Watford,2,0,H,3,0
2016-2017,2016-2017_Burnley_West Brom,36,Burnley,West Brom,2,2,D,1,1
2016-2017,2016-2017_Burnley_West Ham,38,Burnley,West Ham,1,2,A,0,3
2016-2017,2016-2017_Chelsea_Arsenal,24,Chelsea,Arsenal,3,1,H,3,0
2016-2017,2016-2017_Chelsea_Bournemouth,18,Chelsea,Bournemouth,3,0,H,3,0
2016-2017,2016-2017_Chelsea_Burnley,3,Chelsea,Burnley,3,0,H,3,0
2016-2017,2016-2017_Chelsea_Crystal Palace,30,Chelsea,Crystal Palace,1,2,A,0,3
2016-2017,2016-2017_Chelsea_Everton,11,Chelsea,Everton,5,0,H,3,0
2016-2017,2016-2017_Chelsea_Hull,22,Chelsea,Hull,2,0,H,3,0
2016-2017,2016-2017_Chelsea_Leicester,8,Chelsea,Leicester,3,0,H,3,0
2016-2017,2016-2017_Chelsea_Liverpool,5,Chelsea,Liverpool,1,2,A,0,3
2016-2017,2016-2017_Chelsea_Man City,31,Chelsea,Man City,2,1,H,3,0
2016-2017,2016-2017_Chelsea_Man United,9,Chelsea,Man United,4,0,H,3,0
2016-2017,2016-2017_Chelsea_Middlesbrough,36,Chelsea,Middlesbrough,3,0,H,3,0
2016-2017,2016-2017_Chelsea_Southampton,34,Chelsea,Southampton,4,2,H,3,0
2016-2017,2016-2017_Chelsea_Stoke,19,Chelsea,Stoke,4,2,H,3,0
2016-2017,2016-2017_Chelsea_Sunderland,38,Chelsea,Sunderland,5,1,H,3,0
2016-2017,2016-2017_Chelsea_Swansea,26,Chelsea,Swansea,3,1,H,3,0
2016-2017,2016-2017_Chelsea_Tottenham,13,Chelsea,Tottenham,2,1,H,3,0
2016-2017,2016-2017_Chelsea_Watford,37,Chelsea,Watford,4,3,H,3,0
2016-2017,2016-2017_Chelsea_West Brom,15,Chelsea,West Brom,1,0,H,3,0
2016-2017,2016-2017_Chelsea_West Ham,1,Chelsea,West Ham,2,1,H,3,0
2016-2017,2016-2017_Crystal Palace_Arsenal,32,Crystal Palace,Arsenal,3,0,H,3,0
2016-2017,2016-2017_Crystal Palace_Bournemouth,3,Crystal Palace,Bournemouth,1,1,D,1,1
2016-2017,2016-2017_Crystal Palace_Burnley,35,Crystal Palace,Burnley,0,2,A,0,3
2016-2017,2016-2017_Crystal Palace_Chelsea,17,Crystal Palace,Chelsea,0,1,A,0,3
2016-2017,2016-2017_Crystal Palace_Everton,22,Crystal Palace,Everton,0,1,A,0,3
2016-2017,2016-2017_Crystal Palace_Hull,37,Crystal Palace,Hull,4,0,H,3,0
2016-2017,2016-2017_Crystal Palace_Leicester,33,Crystal Palace,Leicester,2,2,D,1,1
